"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006979","response to oxidative stress","147/5302","418/18860",0.351674641148325,1.25095883290408,3.24465103720563,0.000878469269705246,0.0125492789831826,NA,"S100A7/DDR2/ATP13A2/UBR4/GPR37L1/PINK1/PARP1/PEX10/ZC3H12A/GPX7/MIR34A/FGF8/PRDX3/ATE1/BNIP3/ALOX5/MAPK8/STOX1/AIFM2/PPIF/BMAL1/PRR5L/FADS2/SCGB1A1/PRDX5/RELA/CFL1/BANF1/CCS/UCP2/ATP2A2/PXN/STX2/MGST1/ABCC9/KCNA5/STK24/COA8/AKT1/MMP14/DHRS2/DCAF11/GPX2/FUT8/PSEN1/FOS/FBLN5/DUOX1/MAP2K1/PML/ABCC1/TBC1D24/TRAP1/MMP2/MEAK7/FBXO31/PCGF2/NAGLU/MAPT/COL1A1/MPO/SPHK1/CYGB/TP53/KDM6B/CBX8/BCL2/KEAP1/KLF2/TMEM161A/EEF2/XRCC1/APOE/ERCC1/PPP5C/PNKP/LONP1/ERCC3/NR4A2/PXDN/NFE2L2/PTPRN/STK25/MPV17/EPAS1/PNPT1/HTRA2/FABP1/HM13/SLC4A11/MAP1LC3A/SRC/SGK2/SLC23A2/BMP7/CHRNA4/SRXN1/TRPM2/COL6A1/TXNRD2/COMT/HMOX1/MB/ETV5/GPX1/MIR135A1/PRKCD/SLC7A11/PPARGC1A/PDGFRA/MACROH2A1/FCHSD1/STC2/MAPK9/PRKAA1/MCTP1/FOXO3/FYN/SUMO4/IPCEF1/PRKN/MAPK13/ZNF277/NOS3/AGAP3/NUDT1/IL6/AQP1/ADCYAP1R1/MSRA/HSF1/SCARA3/RBPMS/WRN/BRF2/TRPA1/ALAD/PTGS1/MAPKAP1/LCN2/TOR1A/SETX/SLC1A1/ERMP1/FXN/DAPK1/FANCC",147
"GO:0014074","response to purine-containing compound","60/5302","149/18860",0.402684563758389,1.43240868964225,3.31375522023947,0.000890290183283166,0.0126896293612805,NA,"CRTC2/HCN3/PKLR/CACNA1S/ADORA1/REN/KDM1A/KCNQ1/P2RX3/RELA/PDE2A/P2RY2/P2RY6/SSH1/P2RX7/ABCC9/ITPR2/MMP19/ZFP36L1/SLC8A3/FOS/DUOX1/HCN4/CIB2/INPP5K/TRPV1/P2RX5/P2RX1/COL1A1/AANAT/PER1/GNAL/P2RY11/CARM1/CRTC1/RYR1/TRPM4/BSG/HCN2/INHBB/CREB1/CAD/PNPT1/CNGA3/THBD/TRPM2/P2RX6/ADORA2A/GUCD1/SLC26A6/ALAS1/PRKAA1/PDE4D/AKAP7/NT5E/AQP1/SCX/TRPA1/ASS1/RAPGEF1",60
"GO:0055001","muscle cell development","79/5302","206/18860",0.383495145631068,1.36414908460995,3.28630769483598,0.000893112884463771,0.0127013839072398,NA,"SYPL2/MTOR/TMOD4/LMNA/CACNA1S/TNNT2/MYOG/SKI/OBSCN/ACTA1/KDM1A/MYOM3/SMYD3/NEBL/MYOZ1/LDB3/BMPR1A/TNNT3/MYBPC3/EFEMP2/MYBPC1/ATP2A2/NACA/ADPRHL1/MYH6/NFATC4/SIX4/ASB2/CAPN3/ALPK3/AKAP13/FLII/NAGLU/CNTNAP1/CHRNB1/ACTG1/MYOM1/FHOD3/SMAD4/ALPK2/BCL2/CTDP1/MIR199A1/COMP/RYR1/MYBPC2/TMEM182/FHL2/BIN1/CACNB4/CFLAR/SDC1/OBSL1/DNER/MEIS1/ANKRD23/MYL9/COL6A1/MYO18B/LARGE1/PPARA/HES1/GPX1/CACNA2D2/LMOD3/ANK2/PDGFRA/PDGFRB/MAML1/PI16/SRF/VEGFA/FLNC/SMO/PLEC/MYOM2/BIN3/ADRA1A/ENG",79
"GO:0008217","regulation of blood pressure","78/5302","203/18860",0.38423645320197,1.36678602553549,3.28564979040009,0.00089824036764796,0.0127457902168261,NA,"AGTRAP/NPPB/SCNN1D/NPR1/ATP1A2/GPR37L1/ADORA1/REN/AVPR1B/ECE1/EDN2/GUCA2B/DDAH1/SLC2A5/ARHGAP42/NAV2/KCNQ1/PLCB3/LRP5/NOS1/ABCC9/ACVRL1/SCNN1A/GNB3/WNK1/GAS6/EDNRB/MYH6/CHGA/SMAD3/CORO2B/NR2F2/EMP2/ABAT/CYBA/SERPINF2/NOS2/ASIC2/RASL10B/P2RX1/WNK4/TAC4/ACE/GNA13/EMILIN2/MIR199A1/GNA11/TBXA2R/POMC/KCNK3/ID2/ADRA2B/SNX5/AVP/PTPN1/CTSZ/NTSR1/COMT/PPARA/GRIP2/MANF/OXTR/TACR3/DRD5/ADRB2/F2R/F2RL1/PREP/RPS6KA2/IER3/NOS3/GNA12/EXT1/ADRA1A/PTGS1/ENG/QRFP/PCSK5",78
"GO:1900180","regulation of protein localization to nucleus","63/5302","158/18860",0.39873417721519,1.41835657907931,3.30226937855555,0.000908770231911146,0.0128664863346529,NA,"TARDBP/MTOR/LMNA/ATP13A2/RASSF5/TGFB2/PARP1/ZC3H12A/DMAP1/JAK1/SUFU/TRIM8/TCF7L2/BAG3/YAP1/TRIM29/F2/CABP1/LATS2/HSP90AA1/AKT1/NFKBIA/FERMT2/PSEN1/SMAD3/CREBBP/GLIS2/FLCN/NF1/ORMDL3/JUP/NGFR/TYK2/SIRT6/TRIM28/MCOLN1/PIN1/CACNB4/COPS9/CCT7/POLR1A/SRC/MAVS/FERMT1/IFNAR2/SUMO3/LIMK2/EP300/HCLS1/PARP9/ZIC1/WWTR1/TFRC/PRKCD/DCLK2/PRKAA1/FYN/SUMO4/ILRUN/SMO/SHH/GLI3/MFHAS1",63
"GO:0072028","nephron morphogenesis","36/5302","80/18860",0.45,1.60071671067522,3.36704011002837,0.000913239348917601,0.0129010278690426,NA,"PBX1/WNT4/KIF26B/HES5/CTNNBIP1/FGF8/LGR4/DCHS1/WNT1/SIX4/SOX8/PKD1/SALL1/IRX3/HS3ST3B1/WNK4/GREB1L/SMAD4/BCL2/PAX8/GZF1/BMP7/LAMA5/HES1/CTNNB1/NPNT/FGF2/FGF1/IRX2/IRX1/VEGFA/SMO/SHH/GLI3/EYA1/PTCH1",36
"GO:0007009","plasma membrane organization","72/5302","185/18860",0.389189189189189,1.38440364166505,3.28567368456958,0.000919326721996335,0.0129582261013984,NA,"SYPL2/SYT11/SPATA46/TGFB2/SERINC2/SH3GLB1/CASP7/PRF1/VDAC2/ANO9/SYT7/MYRF/FOLR1/ANO4/ATP2A2/P2RX7/STX2/ANO6/CD9/AKT1/SERPINA5/ATP10A/SNX33/WHAMM/EMP2/CLN3/VPS4A/FA2H/CHMP1A/TLCD2/PLSCR3/CHMP6/BAIAP2/COLEC12/DNM2/DMKN/AKT2/PRX/EHD2/IZUMO1/SPACA6/BIN1/CXCR4/ANO7/SPTBN1/FER1L5/MAFB/OSBPL2/COL6A1/LARGE1/MYH9/MICALL1/BAIAP2L2/A4GALT/PACSIN2/PLSCR4/ARL8B/ANK2/SH3TC2/SNX18/SNX9/PACSIN1/TMEM63B/ATG9B/XKR6/ASAP1/NDRG1/GSDMD/PLEC/BIN3/CHMP7/COL5A1",72
"GO:0001678","intracellular glucose homeostasis","68/5302","173/18860",0.393063583815029,1.39818543771246,3.29018265892782,0.000921988367193717,0.0129669912616161,NA,"C1QTNF12/USF1/NADK/ADRA2A/HKDC1/HK1/SIDT2/BRSK2/ABCC8/KAT5/LRP5/UCP2/GAS6/GJB6/GPR68/SMAD3/IGF1R/BAIAP3/CYBA/SERPINF1/NGFR/COL1A1/NPTX1/RPTOR/FOXK2/SMAD4/ZNF236/ICAM1/SMARCA4/PRKACA/FOXA3/TRPM4/PIH1D1/PTPRN/FKBP1B/PRKCE/RAB11FIP5/HK2/KCNB1/PCK1/SMARCB1/PLA2G6/PIM3/ZBTB20/KLF15/CAMP/GPX1/PPARGC1A/NKX6-1/SLC12A7/HK3/PRKAA1/FOXO3/PRKN/PPARD/KCNK16/SRF/GPER1/PTPRN2/GHRHR/GCK/FOXK1/RAC1/MLXIPL/SYBU/ADCY8/SLC39A14/TRPA1",68
"GO:0030316","osteoclast differentiation","49/5302","117/18860",0.418803418803419,1.48974584659232,3.32296308722315,0.000927495832846887,0.013015653442401,NA,"CSF1/MTOR/NOTCH2/PIAS3/EPHA2/FCER1G/GPR137B/SH3PXD2A/PRXL2A/UBASH3B/GPR137/TCIRG1/GAB2/FOS/GPR68/LRRK1/FBN1/NF1/P2RX5/RPTOR/SIGLEC15/SBNO2/EFNA2/TYROBP/FSTL3/CREB1/GPR55/INPP5D/ERFE/SRC/MAFB/OCSTAMP/RASSF2/TF/TFRC/CTNNB1/LTF/MITF/CSF1R/OSTM1/NEDD9/CD109/SLC4A2/FAM20C/SNX10/TNFRSF11B/CCN4/SFRP1/BBLN",49
"GO:0015820","L-leucine transport","8/5302","10/18860",0.8,2.84571859675594,3.65082644679645,0.000986067941593909,0.0136342773132679,NA,"SLC6A17/SLC43A1/SLC3A2/SLC7A7/SLC7A6/SLC7A5/SLC43A2/LLGL2",8
