"comparison","bulk_total","sc_total","bulk_overlap","sc_overlap","bulk_unique","sc_unique","pct_bulk_overlap","pct_sc_overlap"
"Bulk vs all SC oligodendrocytes",99464,654185,82493,241014,16971,413171,82.94,36.84
